ObjectId,Country,ISO2,ISO3,Country_Disasters,Unit,Source,CTS_Code,CTS_Name,F1980,F1981,F1982,F1983,F1984,F1985,F1986,F1987,F1988,F1989,F1990,F1991,F1992,F1993,F1994,F1995,F1996,F1997,F1998,F1999,F2000,F2001,F2002,F2003,F2004,F2005,F2006,F2007,F2008,F2009,F2010,F2011,F2012,F2013,F2014,F2015,F2016,F2017,F2018,F2019,F2020,F2021
92,Benin,BJ,BEN,Benin - Drought,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Benin,BJ,BEN,Benin - Flood,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,,1,,,1,,,1,,,1,,,1,1,1,1,1,1,,,,,,,,1,1,2,1,1,1,1,,,,,,,1,1
94,Benin,BJ,BEN,Benin - Storm,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
96,Benin,BJ,BEN,Benin - Wildfire,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
97,Bermuda,BM,BMU,Bermuda - Storm,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,,,,,1,1,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
99,Bhutan,BT,BTN,Bhutan - Flood,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,,,,,,,,,,,,,,1,,,,,,1,,,,1,,,,,,,,,,,,,,,,,1
100,Bhutan,BT,BTN,Bhutan - Storm,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,
102,Bhutan,BT,BTN,Bhutan - Wildfire,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
103,Bolivia,BO,BOL,Bolivia - Drought,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,,,2,,,,,1,,1,,,,1,,,,,,1,,,,1,,,,1,,1,,,1,1,,1,,,,,
104,Bolivia,BO,BOL,Bolivia - Extreme temperature,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,1,,,1,,,1,,,,,,,,
105,Bolivia,BO,BOL,Bolivia - Flood,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,1,,1,1,1,1,1,1,,,,,2,,,,,2,,1,2,1,1,3,,,2,2,,1,1,1,1,2,2,1,2,,1,2,2,7
106,Bolivia,BO,BOL,Bolivia - Landslide,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,,,,,,,,,,,,1,,1,,1,,1,,,,,1,,,,,,,,1,,1,1,,,,,1,,
107,Bolivia,BO,BOL,Bolivia - Storm,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,
109,Bolivia,BO,BOL,Bolivia - Wildfire,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,,,,,,,,,,,,,,,,,,,1,,,1,,,1,,,,,1,,,,,,,,,1,1,
110,Bosnia and Herzegovina,BA,BIH,Bosnia and Herzegovina - Drought,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,
111,Bosnia and Herzegovina,BA,BIH,Bosnia and Herzegovina - Extreme temperature,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,1,,,,,,,,,
112,Bosnia and Herzegovina,BA,BIH,Bosnia and Herzegovina - Flood,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,,,,,,,,,,,,,,,,,,,,,1,,,2,1,,,,2,2,,,,4,1,,,,2,1,1
113,Bosnia and Herzegovina,BA,BIH,Bosnia and Herzegovina - Landslide,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
114,Bosnia and Herzegovina,BA,BIH,Bosnia and Herzegovina - Storm,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,
116,Botswana,BW,BWA,Botswana - Drought,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,
117,Botswana,BW,BWA,Botswana - Flood,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,,,,,,,,1,,,,,,,1,,,,,1,,,,1,,,,,2,,1,,1,,,,1,1,,,
118,Botswana,BW,BWA,Botswana - Storm,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
120,Brazil,BR,BRA,Brazil - Drought,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,,,1,,1,,1,1,,,,,,1,,,,1,,,1,1,,1,1,,1,,,1,,1,,1,,,,,,1,1
121,Brazil,BR,BRA,Brazil - Extreme temperature,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,,,,,,,,1,,,,,,1,,,,,,1,,,,1,,,,,,1,,,,,,,,,,,
122,Brazil,BR,BRA,Brazil - Flood,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,2,2,,2,5,2,1,2,3,4,2,1,4,,,3,1,3,5,1,4,3,2,5,2,2,2,3,4,7,3,8,2,5,4,4,2,1,2,7,5,8
123,Brazil,BR,BRA,Brazil - Landslide,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,,,1,,,,,,3,,1,1,,,2,3,,,1,1,,2,,,,,1,,1,,,,,,1,,,1,,,
124,Brazil,BR,BRA,Brazil - Storm,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,1,,1,,1,1,,,,1,,,,,1,,,1,,,,1,,,1,1,,,1,1,,,,1,,1,,,,,1,
126,Brazil,BR,BRA,Brazil - Wildfire,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,1,,
127,British Virgin Islands,VG,VGB,British Virgin Islands - Storm,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,2,,,,
130,Brunei Darussalam,BN,BRN,Brunei Darussalam - Wildfire,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
131,Bulgaria,BG,BGR,Bulgaria - Drought,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
132,Bulgaria,BG,BGR,Bulgaria - Extreme temperature,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,,,,,,,,,,,,,,,,,,1,,2,,,,,1,,1,1,,1,,2,,,,,,,,,
133,Bulgaria,BG,BGR,Bulgaria - Flood,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,,,,,,,,,,,,,,,,,1,,,,,1,,,5,2,3,,,1,,1,,4,1,,,1,,,1
134,Bulgaria,BG,BGR,Bulgaria - Storm,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,1,,,,,,,,,,,,1,,,,,,1,,1,,,,1,,,,,,,,,1,,,,,,,
136,Bulgaria,BG,BGR,Bulgaria - Wildfire,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,2,,,,,,,,,,,,,,1
137,Burkina Faso,BF,BFA,Burkina Faso - Drought,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,1,,,,,,,,1,,1,,,,,1,,,1,,,1,,,,,,,,,,1,,,1,,,,,,1,
138,Burkina Faso,BF,BFA,Burkina Faso - Flood,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,,,,1,1,,,1,,,,,,1,,,,,1,,,,1,,,2,1,2,2,1,,1,1,,1,1,1,,,3,
140,Burundi,BI,BDI,Burundi - Drought,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,,,,,,,,,,,,,,,,,,,1,,,,1,,1,,,1,1,1,,,,,,,,,,,
141,Burundi,BI,BDI,Burundi - Flood,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,,,,,,,,,1,,,,,,,,,,,1,,2,,1,1,6,2,2,1,2,1,,,1,1,,,3,2,2,1
142,Burundi,BI,BDI,Burundi - Landslide,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,
143,Burundi,BI,BDI,Burundi - Storm,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,,,,,,,,,,,,,,,,,,,1,,,,,2,,1,,,,1,1,,,,,,,,,1,
145,Cabo Verde,CV,CPV,Cabo Verde - Drought,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,1,,,,,,,,,,,,1,,,,,,1,,,,1,,,,,,,,,,,,,,,1,,,,
146,Cabo Verde,CV,CPV,Cabo Verde - Flood,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,
147,Cabo Verde,CV,CPV,Cabo Verde - Storm,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
149,Cambodia,KH,KHM,Cambodia - Drought,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,,,,,,,1,,,,,,,1,,,,,,,1,1,,,1,,,,,,,,,,,1,,,,,
150,Cambodia,KH,KHM,Cambodia - Flood,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,,,,,,,,,,,1,,,1,,1,,,2,1,1,1,,1,1,2,1,,,1,1,1,1,1,1,,,1,1,,3
151,Cambodia,KH,KHM,Cambodia - Storm,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,2,,,,,,1,,,,,2,1
153,Cameroon,CM,CMR,Cameroon - Drought,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,,,,,,,,,,1,,,,,,,,,,,1,,,,1,,,,,,,1,,,,,,,,,
154,Cameroon,CM,CMR,Cameroon - Flood,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,,,,,,,,1,,,1,,,1,,,,,1,1,1,,,,1,,1,1,,1,,2,1,1,1,,1,,,1,
155,Cameroon,CM,CMR,Cameroon - Landslide,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,
157,Canada,CA,CAN,Canada - Drought,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,,,,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
158,Canada,CA,CAN,Canada - Extreme temperature,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,,1,,,,,,,,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,4,5,5,5,5
159,Canada,CA,CAN,Canada - Flood,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,,,1,,,1,2,1,,1,1,1,1,2,2,2,2,3,3,3,3,3,4,4,4,5,5,5,5,,5,5,5,5,6,6,7,7,7,7,9
160,Canada,CA,CAN,Canada - Storm,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,1,,,,1,1,1,,1,,1,,,2,2,2,3,3,3,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,6,7,7,7,8,8,8
162,Canada,CA,CAN,Canada - Wildfire,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,1,,,,,1,2,,,1,,,1,1,2,2,3,2,3,2,3,3,3,3,3,3,4,5,5,6,7,8,8,8,8,9,10,11,13,15,16,18
